epoch,thr_mu,thr_sigma,thr_mu2sigma,val_err_genuine_mean,val_err_fraud_mean,val_err_genuine_median,val_err_fraud_median,val_precision,val_recall,val_f1,val_roc_auc,val_auc_pr,loss_customer,loss_merchant,loss_transaction,train_loss,val_loss
33,0.9999851937006903,0.47685407345587566,1.9536933406124417,0.9999851937006903,1.5365191785345198,0.9001986980438232,1.575967013835907,0.5944548872180451,0.1685318411937117,0.26261158397342743,0.8130064879776353,0.5229736083153725,1.728676676750183,3.6423511505126953,1.0008506774902344,1.0159300565719604,0.9999851937006903
34,0.999945087683096,0.4765174921884873,1.9529800720600705,0.999945087683096,1.5365995148198306,0.9000047445297241,1.575652837753296,0.5946453734147487,0.16866506794564348,0.26279190451478984,0.8132701615023467,0.5232853162688904,1.727286696434021,3.6443521976470947,1.0010852813720703,1.0161631107330322,0.999945087683096
35,0.9999081081669277,0.4761856360225967,1.9522793802121212,0.9999081081669277,1.5366840906502754,0.899940550327301,1.5756463408470154,0.5950258094791178,0.16893152144950707,0.2631524333298744,0.8135217969098666,0.5235878387099985,1.7269552946090698,3.6445963382720947,1.0009287595748901,1.0160073041915894,0.9999081081669277
36,0.9998746012323507,0.47585630026619896,1.9515872017647486,0.9998746012323507,1.536765996191046,0.8997613787651062,1.5758614540100098,0.5956848030018762,0.16919797495337063,0.26354015355882965,0.8137645063926232,0.523890425300076,1.7275407314300537,3.6436960697174072,1.0009487867355347,1.0160266160964966,0.9998746012323507
37,0.9998445795903025,0.47552658812661586,1.9508977558435343,0.9998445795903025,1.5368432950614581,0.89961177110672,1.575649619102478,0.5958743553680262,0.16933120170530241,0.2637203029359892,0.8140015128808038,0.5241846893517688,1.7266004085540771,3.643503189086914,1.0008130073547363,1.0158861875534058,0.9998445795903025
38,0.9998196942403127,0.47519592305080505,1.9502115403419227,0.9998196942403127,1.536925008280767,0.8998319208621979,1.5756486654281616,0.5958743553680262,0.16933120170530241,0.2637203029359892,0.8142306200755265,0.5244736706719884,1.7265994548797607,3.6440224647521973,1.0008846521377563,1.0159592628479004,0.9998196942403127
39,0.999797492934502,0.47486977961354776,1.9495370521615976,0.999797492934502,1.5370063509046634,0.8996457755565643,1.5757703185081482,0.5970009372071228,0.16973088196109778,0.26431535269709544,0.8144489280317335,0.5247543924903134,1.7265238761901855,3.6439924240112305,1.0008922815322876,1.0159662961959839,0.999797492934502
40,0.9997756964330768,0.474545484519097,1.9488666654712707,0.9997756964330768,1.5370875951324563,0.8996168375015259,1.5761773586273193,0.5981264637002341,0.17013056221689316,0.2649102790166995,0.8146599249888262,0.5250341345399228,1.7263416051864624,3.6437177658081055,1.0007092952728271,1.0157829523086548,0.9997756964330768
41,0.9997541944032446,0.47422336724560854,1.9482009288944617,0.9997541944032446,1.5371686777146123,0.8994384109973907,1.5764490962028503,0.5984104721832632,0.17053024247268853,0.2654224987039917,0.8148602357521986,0.5253059787857577,1.7256724834442139,3.642394542694092,1.000718355178833,1.0157825946807861,0.9997541944032446
42,0.9997338136256695,0.4739034983146839,1.9475408102550373,0.9997338136256695,1.5372522461741505,0.899411678314209,1.5766319036483765,0.5989729225023342,0.17092992272848387,0.26596185737976785,0.8150545459132682,0.5255735791668878,1.7257561683654785,3.644303798675537,1.0006864070892334,1.0157594680786133,0.9997338136256695
43,0.9997152180210361,0.4735881006571058,1.9468914193352478,0.9997152180210361,1.5373375001285288,0.8993070125579834,1.577111840248108,0.5993470149253731,0.17119637623234746,0.26632124352331604,0.8152443435106687,0.525841522625777,1.7250709533691406,3.644321918487549,1.0006471872329712,1.0157170295715332,0.9997152180210361
44,0.9996979572433691,0.47327731139181384,1.9462525800269967,0.9996979572433691,1.5374234763584294,0.8992636203765869,1.5774529576301575,0.6002791996277338,0.1718625099920064,0.2672190574831693,0.8154250836822172,0.5261072089681837,1.725142478942871,3.643110752105713,1.0005394220352173,1.0156055688858032,0.9996979572433691
45,0.9996813365065458,0.4729703414651035,1.9456220194367528,0.9996813365065458,1.5375130535156734,0.8992196619510651,1.5775310397148132,0.6006508600650861,0.17212896349586998,0.26757792275033654,0.8155980952810192,0.5263653215025189,1.72481107711792,3.6438639163970947,1.0005794763565063,1.0156465768814087,0.9996813365065458
46,0.9996651129743817,0.47266737800181013,1.944999868978002,0.9996651129743817,1.5376000530062883,0.8992636501789093,1.5777122378349304,0.6013921113689095,0.17266187050359713,0.26829520753545183,0.8157662897873155,0.5266195826575526,1.7245060205459595,3.643980026245117,1.0005173683166504,1.015583872795105,0.9996651129743817
47,0.9996495847423511,0.4723717447140626,1.9443930741704762,0.9996495847423511,1.537689974220346,0.899313360452652,1.5783045887947083,0.6026827012025902,0.17359445776711963,0.2695490277203144,0.8159269125993565,0.5268705225551418,1.7241954803466797,3.644340991973877,1.0006155967712402,1.0156809091567993,0.9996495847423511
48,0.9996346057652437,0.47208245965971735,1.9437995250846782,0.9996346057652437,1.53777627255038,0.8992233574390411,1.578606903553009,0.6036951501154735,0.17412736477484678,0.2702926274428704,0.8160781411581963,0.5271086731456402,1.7244725227355957,3.6435277462005615,1.0004709959030151,1.015535831451416,0.9996346057652437
49,0.99962037692541,0.4718023325681567,1.9432250420617234,0.99962037692541,1.5378581612643134,0.8992080688476562,1.5785508155822754,0.6045223811721273,0.17452704503064215,0.27085702470795,0.8162232099292053,0.5273444084723649,1.7242343425750732,3.643017292022705,1.0004841089248657,1.01554536819458,0.99962037692541
50,0.9996069328277702,0.47153349489795254,1.9426739226236753,0.9996069328277702,1.5379413474076213,0.8992003202438354,1.5781110525131226,0.6048870447210696,0.17479349853450574,0.27121447028423773,0.8163594035302569,0.5275648966060466,1.7238504886627197,3.6434359550476074,1.0004854202270508,1.0155463218688965,0.9996069328277702
51,0.9995940037021646,0.47127241124366964,1.9421388261895038,0.9995940037021646,1.5380179560203537,0.8991743326187134,1.5785041451454163,0.6056143580303728,0.1753264055422329,0.2719289182766815,0.8164914744568317,0.5277789220717861,1.7236328125,3.643744945526123,1.000393033027649,1.0154550075531006,0.9995940037021646
52,0.9995820059832538,0.4710249969057699,1.9416319997947935,0.9995820059832538,1.5380950360148231,0.899062842130661,1.5788812637329102,0.6059770114942529,0.17559285904609645,0.27228592087594256,0.8166136666525106,0.5279848606402816,1.7234790325164795,3.6434624195098877,1.000490665435791,1.0155495405197144,0.9995820059832538
53,0.999570498438954,0.47078832567597895,1.9411471497909119,0.999570498438954,1.5381742812476729,0.8991452753543854,1.5786270499229431,0.6064367816091955,0.17572608579802823,0.2724925111042248,0.8167301004847343,0.5281851954898062,1.7233052253723145,3.643608570098877,1.0003447532653809,1.0154048204421997,0.999570498438954
54,0.9995596967258223,0.47056186502288627,1.9406834267715949,0.9995596967258223,1.5382547438652903,0.8992156684398651,1.578626573085785,0.6069788797061524,0.1761257660538236,0.27302767451466337,0.8168404598894826,0.5283790052871988,1.7229750156402588,3.64375638961792,1.0003442764282227,1.015403151512146,0.9995596967258223
55,0.9995495680895854,0.4703457725418409,1.940241113173267,0.9995495680895854,1.5383316328247294,0.899333655834198,1.578775405883789,0.6069628950984883,0.17652544630961897,0.27350603777479615,0.8169423709260525,0.5285637749723565,1.7228724956512451,3.6440320014953613,1.0003257989883423,1.015385389328003,0.9995495680895854
56,0.999540271329741,0.47014197239090905,1.939824216111559,0.999540271329741,1.53840538286032,0.8992792665958405,1.5790042877197266,0.6080402010050251,0.17732480682120969,0.2745745229499742,0.8170382352195869,0.5287354485729487,1.7226842641830444,3.6434402465820312,1.0003445148468018,1.0154004096984863,0.999540271329741
57,0.9995313832345263,0.46994457555225816,1.9394205343390425,0.9995313832345263,1.5384746372239164,0.8992737531661987,1.5794121623039246,0.6087551299589603,0.17785771382893686,0.2752861119703062,0.8171283273074459,0.5289011997731925,1.7225816249847412,3.6439766883850098,1.0002636909484863,1.0153220891952515,0.9995313832345263
58,0.9995231283029344,0.4697567554318084,1.9390366391665512,0.9995231283029344,1.5385415430326892,0.8993852138519287,1.579769790172577,0.6097449908925319,0.17839062083666402,0.27602556173984744,0.8172123749593062,0.5290595283131284,1.7222946882247925,3.643677234649658,1.0002855062484741,1.015340805053711,0.9995231283029344
59,0.9995153013134528,0.4695791207935682,1.9386735429005892,0.9995153013134528,1.5386121911253574,0.8994777500629425,1.5798175930976868,0.6106315311222171,0.17905675459632295,0.2769135675285876,0.8172899213819127,0.5292142729622756,1.7222859859466553,3.6435718536376953,1.0002479553222656,1.015303134918213,0.9995153013134528
60,0.9995080181601025,0.46941131586985907,1.9383306498998207,0.9995080181601025,1.5386803877487076,0.8993721008300781,1.5794135332107544,0.6108083560399636,0.17918998134825473,0.277091058920478,0.817362415394276,0.5293626093147467,1.7221983671188354,3.6436567306518555,1.0002268552780151,1.015282154083252,0.9995080181601025
61,0.9995012838312684,0.4692543648163472,1.9380100134639626,0.9995012838312684,1.5387511783493635,0.899295300245285,1.5793360471725464,0.6115140525838622,0.17972288835598188,0.2778006589785832,0.8174310843398889,0.5295056981239077,1.7219314575195312,3.6436471939086914,1.0002580881118774,1.015311598777771,0.9995012838312684
62,0.9994952004933659,0.4691089144448855,1.9377130293831368,0.9994952004933659,1.538817441093423,0.8992821872234344,1.5794753432273865,0.6118659420289855,0.17998934185984547,0.2781552398599959,0.8174927514292969,0.5296357448858778,1.721821904182434,3.643612861633301,1.0002869367599487,1.0153393745422363,0.9994952004933659
63,0.9994896712150486,0.4689739940268178,1.9374376592686842,0.9994896712150486,1.5388812943439372,0.8992677927017212,1.5797230005264282,0.6126696832579186,0.1803890221156408,0.27871552079044876,0.8175486670763593,0.529758880488763,1.7217295169830322,3.6438632011413574,1.0002610683441162,1.0153143405914307,0.9994896712150486
64,0.9994844276649747,0.46884627692088665,1.9371769815067479,0.9994844276649747,1.5389447936511758,0.8992910385131836,1.5799839496612549,0.6128448665762098,0.18052224886757262,0.27889266234434495,0.8176021511068027,0.5298765140708532,1.721604347229004,3.643764019012451,1.0001775026321411,1.015230417251587,0.9994844276649747
65,0.9994795839948949,0.46872757552437355,1.9369347350436419,0.9994795839948949,1.5389988828175487,0.8992441296577454,1.5801306366920471,0.6135440180586907,0.18105515587529977,0.2796008641086308,0.8176498421682409,0.5299818004825634,1.7214386463165283,3.6437296867370605,1.000252604484558,1.0153037309646606,0.9994795839948949
66,0.9994751070242571,0.46861559700863953,1.9367063010415362,0.9994751070242571,1.5390479194142803,0.8992320001125336,1.5800381898880005,0.6137184115523465,0.18118838262723155,0.2797778234931084,0.8176937381544049,0.5300812232354764,1.7213261127471924,3.6435956954956055,1.0002222061157227,1.0152724981307983,0.9994751070242571
67,0.9994708945825175,0.4685102523659761,1.9364913993144697,0.9994708945825175,1.5390932137032938,0.8993295431137085,1.5800307393074036,0.6141696750902527,0.18132160937916333,0.279983542480971,0.8177349995047253,0.5301774530600404,1.7212107181549072,3.64373779296875,1.0001648664474487,1.0152156352996826,0.9994708945825175
68,0.9994670344726807,0.4684120053866558,1.9362910452459923,0.9994670344726807,1.5391397820515154,0.8993696570396423,1.580122947692871,0.6143437077131259,0.18145483613109512,0.2801604443073126,0.8177732409440829,0.5302682081819304,1.7210676670074463,3.6436495780944824,1.0002049207687378,1.0152541399002075,0.9994670344726807
69,0.9994633964156397,0.46831981446163407,1.936103025338908,0.9994633964156397,1.5391832054010748,0.8993505835533142,1.5802958011627197,0.6143437077131259,0.18145483613109512,0.2801604443073126,0.8178074081567328,0.5303526055553366,1.720928430557251,3.643552780151367,1.0001640319824219,1.0152125358581543,0.9994633964156397
70,0.9994601108380993,0.46823510136737995,1.9359303135728592,0.9994601108380993,1.539223651313604,0.8993290662765503,1.5804743766784668,0.6143437077131259,0.18145483613109512,0.2801604443073126,0.8178403203414503,0.5304307936530727,1.7207528352737427,3.643705368041992,1.0001821517944336,1.0152300596237183,0.9994601108380993
71,0.9994570775027337,0.46815665225000686,1.9357703820027474,0.9994570775027337,1.5392647097579581,0.8992228806018829,1.5806469917297363,0.6145175834084761,0.18158806288302692,0.28033730974907445,0.8178695158901393,0.5305027614346407,1.720733642578125,3.643594980239868,1.00019109249115,1.0152384042739868,0.9994570775027337
72,0.9994542008612785,0.46808278482660126,1.935619770514481,0.9994542008612785,1.5393030668318255,0.89920374751091,1.580712616443634,0.6140667267808837,0.18145483613109512,0.2801316330728095,0.817896761992867,0.5305710087860526,1.7206151485443115,3.643590211868286,1.0001535415649414,1.0152004957199097,0.9994542008612785
73,0.999451456297969,0.4680138357251688,1.9354791277483065,0.999451456297969,1.5393385817265783,0.8991295993328094,1.5807293057441711,0.6140667267808837,0.18145483613109512,0.2801316330728095,0.8179228153576514,0.5306362447092652,1.7204749584197998,3.643650531768799,1.0001672506332397,1.0152136087417603,0.999451456297969
74,0.9994487897797107,0.46794830449324726,1.9353453987662053,0.9994487897797107,1.5393719587950525,0.8991038799285889,1.580744743347168,0.6144144144144145,0.1817212896349587,0.2804852971416821,0.8179475606326603,0.5306952672076226,1.7203638553619385,3.643697738647461,1.0001434087753296,1.0151896476745605,0.9994487897797107
75,0.999446276568876,0.46788704166296247,1.9352203598948008,0.999446276568876,1.5394058323465536,0.8991053104400635,1.5807625651359558,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.8179729288075623,0.5307550847901915,1.7202712297439575,3.6437172889709473,1.0001300573349,1.0151759386062622,0.999446276568876
76,0.9994438023939848,0.46782956621762295,1.9351029348292306,0.9994438023939848,1.5394405353682346,0.8991056978702545,1.5807830691337585,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.817997554116666,0.5308098571415834,1.7202000617980957,3.6435978412628174,1.0001035928726196,1.0151488780975342,0.9994438023939848
77,0.9994413718594618,0.4677752201395058,1.9349918121384735,0.9994413718594618,1.5394757258599834,0.8991008400917053,1.580798625946045,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.818022594692365,0.5308645211754087,1.7200829982757568,3.643624782562256,1.000122308731079,1.0151668787002563,0.9994413718594618
78,0.999438985176898,0.4677221487772195,1.9348832827313371,0.999438985176898,1.5395106437236126,0.899118185043335,1.5807558298110962,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.8180488533834104,0.5309187683334562,1.7199876308441162,3.643653392791748,1.000097393989563,1.0151417255401611,0.999438985176898
79,0.9994365986460603,0.4676701505399334,1.934776899725927,0.9994365986460603,1.539544854010387,0.8990345001220703,1.5808205008506775,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.8180753704625595,0.5309696783414493,1.7198859453201294,3.643681049346924,1.0000828504562378,1.0151269435882568,0.9994365986460603
80,0.9994343277315952,0.4676202592020452,1.9346748461356857,0.9994343277315952,1.5395798706115802,0.8989735245704651,1.5808697938919067,0.6147614761476148,0.18198774313882227,0.2808388157894737,0.8181030018404061,0.5310215791457843,1.7197831869125366,3.643624782562256,1.0001107454299927,1.0151537656784058,0.9994343277315952
81,0.999432114574225,0.46757204792997553,1.9345762104341762,0.999432114574225,1.5396148584030673,0.8990212678909302,1.5807897448539734,0.6152808988764045,0.18238742339461764,0.2813688212927757,0.8181304763397612,0.5310733840046363,1.719703197479248,3.643721103668213,1.0001085996627808,1.0151515007019043,0.999432114574225
82,0.9994299184494074,0.4675259528477032,1.9344818241448138,0.9994299184494074,1.5396516721962676,0.8989680111408234,1.5807133316993713,0.6152808988764045,0.18238742339461764,0.2813688212927757,0.8181577824254416,0.5311231235875361,1.7196004390716553,3.643582582473755,1.000095009803772,1.015136957168579,0.9994299184494074
83,0.9994277384261424,0.46748205675890964,1.9343918519439618,0.9994277384261424,1.5396908479962321,0.8990514278411865,1.5806405544281006,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8181849962296562,0.5311734065289325,1.7194862365722656,3.643622398376465,1.0000907182693481,1.0151323080062866,0.9994277384261424
84,0.9994255866549092,0.46743896850426137,1.934303523663432,0.9994255866549092,1.539730582591727,0.8990108966827393,1.5805705785751343,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8182121685072112,0.5312220439587682,1.7194228172302246,3.643690586090088,1.0000836849212646,1.0151252746582031,0.9994255866549092
85,0.9994235154461429,0.46739758300182754,1.934218681449798,0.9994235154461429,1.5397703207527007,0.8989723920822144,1.5805023908615112,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8182405842775158,0.5312704801427746,1.7193405628204346,3.643702507019043,1.000077486038208,1.0151187181472778,0.9994235154461429
86,0.9994214894290676,0.4673565628553573,1.9341346151397822,0.9994214894290676,1.539807826137657,0.8989712595939636,1.580434799194336,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8182689908196736,0.5313191579889638,1.7192552089691162,3.6436915397644043,1.000044584274292,1.0150855779647827,0.9994214894290676
87,0.9994195071886044,0.46731696704721987,1.9340534412830441,0.9994195071886044,1.5398437244683114,0.8989437222480774,1.5803670287132263,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8182978772254529,0.5313650721340141,1.7191660404205322,3.6435904502868652,1.0000871419906616,1.0151268243789673,0.9994195071886044
88,0.999417617767399,0.4672790254385721,1.933975668644543,0.999417617767399,1.5398796235851182,0.8988619148731232,1.5803029537200928,0.615626403233049,0.18265387689848123,0.2817219767800267,0.8183273380833557,0.5314094164242175,1.719088077545166,3.643610954284668,1.0000817775726318,1.0151212215423584,0.999417617767399
89,0.9994158243073183,0.4672427409978242,1.9339013063029666,0.9994158243073183,1.539913850261979,0.898862212896347,1.5803478360176086,0.6157989228007181,0.182787103650413,0.2818985001027327,0.8183552855252221,0.5314527261725507,1.7190029621124268,3.6436781883239746,1.0000768899917603,1.0151160955429077,0.9994158243073183
90,0.9994140927153892,0.46720786498854605,1.9338298226924813,0.9994140927153892,1.539945444868877,0.898853063583374,1.5804600715637207,0.6157989228007181,0.182787103650413,0.2818985001027327,0.8183834890481556,0.5314935649911523,1.7189239263534546,3.6437010765075684,1.0000667572021484,1.0151057243347168,0.9994140927153892
